Project,Severity,Status,Line,Message,Component,Debt,Effort,Creation Date
ReportComparator,CRITICAL,OPEN,406,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/version.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,578,Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/version.py,15min,15min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,260,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,313,"Remove the unused local variable ""hasher"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,332,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,31min,31min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,436,Refactor this function to reduce its Cognitive Complexity from 106 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,1h36min,1h36min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,749,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,752,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,755,"Remove the unused local variable ""data_dir"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,758,"Remove the unused local variable ""metadata_name"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,769,"Remove the unused local variable ""file_version"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,806,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,836,"Remove the unused local variable ""v"".",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,907,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distlib/wheel.py,34min,34min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,123,"Rename function ""id"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distro.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,511,"Rename class ""cached_property"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distro.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,638,"Rename method ""id"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distro.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,861,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distro.py,7min,7min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,964,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/distro.py,8min,8min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,86,Refactor this function to reduce its Cognitive Complexity from 64 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,54min,54min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,86,"Method ""__init__"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/bs4/__init__.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,326,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,377,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,383,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,391,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,391,"Rename this parameter ""containerClass"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,489,"Rename this parameter ""inclusivePop"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,494,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,521,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,540,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,199,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,203,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,206,"Rename this parameter ""nsTuple"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,206,"Rename this parameter ""nodeName"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,210,"Rename this parameter ""nsTuple"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,210,"Rename this parameter ""nodeName"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,215,"Rename this parameter ""nodeValue"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/__init__.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,88,"Rename this parameter ""namespaceHTMLElements"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,100,"Rename this parameter ""namespaceHTMLElements"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,114,"Rename this local variable ""publicId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,115,"Rename this local variable ""systemId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,143,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,36min,36min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,148,"Rename function ""serializeElement"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,150,Either remove or fill this block of code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,156,"Rename this local variable ""publicId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,157,"Rename this local variable ""systemId"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,208,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,293,"Remove the unused local variable ""converted_attributes"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,313,"Rename this parameter ""insertBefore"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,320,"Rename this parameter ""refNode"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,337,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,397,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_html5lib.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,88,"Remove the unused local variable ""tag"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,100,"Remove the unused local variable ""attrvalue"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,101,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,120,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,133,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,285,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/builder/_htmlparser.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,233,"Remove the unused local variable ""completed_tag"".",ReportComparator:venv/Lib/site-packages/bs4/builder/_lxml.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,34,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,425,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,431,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,434,Remove this commented out code.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,780,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/dammit.py,11min,11min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,22,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/diagnose.py,16min,16min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,187,"Remove the unused local variable ""soup"".",ReportComparator:venv/Lib/site-packages/bs4/diagnose.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,284,"Rename this field ""nextSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,285,"Rename this field ""previousSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,301,"Rename this field ""replaceWith"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,315,"Rename this field ""replaceWithChildren"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,363,"Rename this field ""_lastRecursiveChild"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,365,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,496,"Rename this field ""findNext"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,504,"Rename this field ""findAllNext"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,511,"Rename this field ""findNextSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,519,"Rename this field ""findNextSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,520,"Rename this field ""fetchNextSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,527,"Rename this field ""findPrevious"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,535,"Rename this field ""findAllPrevious"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,536,"Rename this field ""fetchPrevious"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,543,"Rename this field ""findPreviousSibling"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,551,"Rename this field ""findPreviousSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,552,"Rename this field ""fetchPreviousSiblings"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,564,"Rename this field ""findParent"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,572,"Rename this field ""findParents"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,573,"Rename this field ""fetchParents"" to match the regular expression ^[_a-z][_a-z0-9]*$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,592,Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/bs4/element.py,21min,21min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,683,"Rename method ""nextGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,686,"Rename method ""nextSiblingGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,689,"Rename method ""previousGenerator"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/bs4/element.py,5min,5min,2019-01-24T12:22:27+0100
